"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R13",1,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",3.1,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","404447","Foxburrow Farm","Impact Aggregates Limited","A16 : Physical Treatment Facility",626340,244100,"IP10 0BJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","concrete","17 01 01","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",1968.2,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","404447","Foxburrow Farm","Impact Aggregates Limited","A16 : Physical Treatment Facility",626340,244100,"IP10 0BJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",692.1,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","404447","Foxburrow Farm","Impact Aggregates Limited","A16 : Physical Treatment Facility",626340,244100,"IP10 0BJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",2404.66,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",142.134,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.77,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",461.633,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",377.1,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",109.12,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","clothes","20 01 10","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R11",42.92,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",1957.731,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",240.301,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",1.218,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.17,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",1.073,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded equipment containing chlorofluorocarbons","20 01 23*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",59.161,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","20 01 33*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",17.675,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators other than those mentioned in 20 01 33","20 01 34","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",2.949,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components ( 6 )","20 01 35*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",26.615,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",634.916,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Liquid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","edible oil and fat","20 01 25","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",2.026,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",1355.3,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Incineration","R01",2086.233,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",185.14,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71228","Foxhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","S0813 : Non-hazardous & hazardous HWA Site",623840,243970,"IP10 0HT","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",46.78,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","100216","Foxhall Waste Transfer Station","F C C Waste Services ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",624300,243800,"IP10 0HT","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",5216.48,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","East Suffolk","70779","Felixstowe Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",628654,232942,"IP11 3RX","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",2.58,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","East Suffolk","70779","Felixstowe Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",628654,232942,"IP11 3RX","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.31,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","East Suffolk","70779","Felixstowe Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",628654,232942,"IP11 3RX","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",211.949,"06 - Metallic wastes","Mixed metal wastes"
