"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","12 - SHAPING AND PHYSICAL TREATMENT OF METALS AND PLASTICS","Wastes from shaping and physical and mechanical surface treatment of metals and plastics","machining emulsions and solutions free of halogens","12 01 09*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Transfer (D)","D15",1,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Transfer (D)","D15",1.428,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal containing organic solvents or other dangerous substances","08 01 17*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Transfer (D)","D15",0.05,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","discarded organic chemicals consisting of or containing dangerous substances","16 05 08*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Transfer (D)","D15",1,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste hydraulic oils","mineral based non-chlorinated hydraulic oils","13 01 10*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.1,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",3.621,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","other engine, gear and lubricating oils","13 02 08*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.325,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","brake fluids","16 01 13*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.1,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.7,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint and varnish containing organic solvents or other dangerous substances","08 01 11*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.625,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Gas","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.41,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.785,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",1.105,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",2.665,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",7.46,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","brake pads other than those mentioned in 16 01 11","16 01 12","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.46,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",1.556,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Recovery","R13",0.2,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","06 - INORGANIC CHEMICAL PROCESS WASTE","Manufacture - formulation - supply and use of salts and their solutions and metallic oxides","solid salts and solutions other than those mentioned in 06 03 11 and 06 03 13","06 03 14","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.1,"01 - Chemical compound wastes","Acid, alkalies or salts"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","degreasing wastes other than those mentioned in 11 01 13","11 01 14","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",1.38,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",2.244,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint and varnish other than those mentioned in 08 01 11","08 01 12","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.61,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal containing organic solvents or other dangerous substances","08 01 17*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.2,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal other than those mentioned in 08 01 17","08 01 18","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.15,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Oil/water separator contents","oily water from oil/water separators","13 05 07*","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.2,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hhold/Ind/Com","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials, wiping cloths and protective clothing other than those mentioned in 15 02 02","15 02 03","Transfer","Haz Waste Transfer","Cambridge","Cambridgeshire","East of England","Transfer (D)","D15",0.27,"07 - Non-metallic wastes","Textile wastes"
